Height,Weight,Head Round,Shoulder Width,Woman
182.0,77.0,54.0,4.2540656252667235,0.0
175.0,72.0,58.0,4.820021278449806,0.0
191.0,95.0,55.0,4.891340870110327,0.0
171.0,68.0,57.0,4.307327597459257,0.0
187.0,92.0,57.0,4.6056467805890575,0.0
191.0,78.0,57.0,3.853232146507904,0.0
186.0,95.0,55.0,4.237477111144913,0.0
182.0,79.0,58.0,3.9845969236785312,0.0
173.0,67.0,54.0,4.850640479182462,0.0
185.0,86.0,56.0,4.432059802712408,0.0
184.0,90.0,54.0,4.934837640729174,0.0
176.0,68.0,58.0,5.2713662720209,0.0
175.0,67.0,54.0,5.2288655347893505,0.0
193.0,97.0,58.0,4.337641951950477,0.0
188.0,80.0,54.0,5.031407974883866,0.0
184.0,81.0,54.0,4.863425968367408,0.0
171.0,59.0,56.0,4.264031186521618,0.0
187.0,96.0,58.0,4.905986900662622,0.0
187.0,76.0,55.0,5.022669495716478,0.0
168.0,54.0,58.0,4.570316501882029,0.0
183.0,69.0,56.0,5.162364540451001,0.0
167.0,65.0,55.0,5.3702220418846975,0.0
169.0,57.0,57.0,4.004092464515657,0.0
178.0,84.0,56.0,4.7096980744644545,0.0
171.0,58.0,58.0,5.263358102198876,0.0
188.0,89.0,56.0,4.2898113684607155,0.0
189.0,98.0,54.0,4.344977174244086,0.0
187.0,90.0,54.0,5.283090275401933,0.0
185.0,74.0,54.0,4.133675028015822,0.0
185.0,91.0,56.0,4.254842130563466,0.0
182.0,74.0,56.0,4.829975469799996,0.0
189.0,82.0,57.0,5.190755400912567,0.0
189.0,76.0,57.0,5.159821457818219,0.0
194.0,91.0,56.0,5.2658453193899035,0.0
172.0,61.0,55.0,5.00064453301486,0.0
184.0,77.0,58.0,4.601402891052841,0.0
178.0,70.0,58.0,4.665879207515205,0.0
188.0,92.0,57.0,4.558871135374307,0.0
185.0,86.0,56.0,4.535837286702118,0.0
192.0,92.0,58.0,4.347415914732057,0.0
181.0,88.0,56.0,4.005233472033594,0.0
183.0,79.0,56.0,4.0742804312003695,0.0
173.0,62.0,57.0,4.848054724133894,0.0
192.0,78.0,56.0,4.346780380810546,0.0
185.0,90.0,57.0,4.221474194072702,0.0
189.0,85.0,57.0,4.464951744943528,0.0
171.0,57.0,57.0,5.056086017708699,0.0
172.0,80.0,58.0,5.341335746171682,0.0
180.0,68.0,54.0,4.034252237022448,0.0
184.0,81.0,57.0,3.98657654142893,0.0
187.0,90.0,55.0,4.2650164083264634,0.0
193.0,100.0,56.0,4.496190605613075,0.0
171.0,68.0,57.0,4.224704161333986,0.0
176.0,70.0,57.0,4.968239046239213,0.0
182.0,74.0,58.0,4.554741922211969,0.0
180.0,83.0,56.0,5.213881182225488,0.0
193.0,102.0,57.0,4.897226543283395,0.0
190.0,86.0,58.0,5.398270995198324,0.0
178.0,66.0,58.0,3.99520458968292,0.0
185.0,91.0,57.0,4.5105341976292985,0.0
185.0,90.0,54.0,3.906132882192522,0.0
172.0,65.0,58.0,4.153521042073333,0.0
178.0,66.0,56.0,5.087663028526789,0.0
173.0,70.0,56.0,3.9608986570484173,0.0
170.0,75.0,56.0,4.5730086925034765,0.0
182.0,68.0,55.0,4.3510281540256495,0.0
194.0,89.0,54.0,4.117407967779844,0.0
167.0,60.0,58.0,4.348279219714253,0.0
172.0,73.0,58.0,4.5358351506839725,0.0
182.0,77.0,54.0,5.386399770791672,0.0
188.0,97.0,57.0,4.99852346310108,0.0
193.0,91.0,54.0,5.226687741786484,0.0
170.0,70.0,54.0,4.511741043826298,0.0
172.0,72.0,56.0,4.247046791106467,0.0
179.0,77.0,57.0,4.389651097682577,0.0
174.0,75.0,55.0,4.784069464791368,0.0
193.0,100.0,56.0,4.84612161461446,0.0
187.0,94.0,58.0,5.192025586021004,0.0
169.0,71.0,55.0,5.183035548431269,0.0
184.0,85.0,56.0,4.65778026647114,0.0
186.0,81.0,55.0,4.357863276906536,0.0
177.0,74.0,56.0,4.780520969699588,0.0
186.0,82.0,57.0,4.070431092519333,0.0
188.0,77.0,54.0,5.002974079264773,0.0
190.0,78.0,54.0,5.3105197464706375,0.0
193.0,85.0,57.0,4.516924103442235,0.0
170.0,57.0,58.0,5.327477810591147,0.0
189.0,93.0,57.0,4.1142629549626,0.0
177.0,67.0,55.0,4.541462729197985,0.0
176.0,72.0,54.0,4.970312636143462,0.0
178.0,75.0,57.0,4.217972894639858,0.0
171.0,58.0,56.0,4.57857031022778,0.0
167.0,53.0,58.0,4.673918156761838,0.0
170.0,76.0,54.0,4.8406854071448935,0.0
170.0,78.0,56.0,4.582897030832646,0.0
172.0,76.0,58.0,4.708494115194281,0.0
174.0,83.0,58.0,5.334832620140556,0.0
192.0,99.0,55.0,4.51383820775862,0.0
167.0,59.0,54.0,4.664996217992802,0.0
187.0,80.0,56.0,4.051940537020171,0.0
170.0,78.0,55.0,5.090708787479773,0.0
177.0,71.0,55.0,4.350771356073947,0.0
167.0,58.0,58.0,4.835733614252128,0.0
183.0,87.0,58.0,4.694029274243462,0.0
188.0,76.0,55.0,4.237924339698373,0.0
169.0,64.0,56.0,4.422277174787953,0.0
194.0,87.0,54.0,5.35682107506487,0.0
191.0,79.0,55.0,4.131481766296521,0.0
176.0,61.0,55.0,4.217288973347759,0.0
167.0,63.0,57.0,4.616622682110025,0.0
177.0,71.0,54.0,4.935152636657763,0.0
184.0,72.0,56.0,4.66699774662846,0.0
172.0,58.0,58.0,4.258757107470561,0.0
172.0,64.0,54.0,4.009764473645163,0.0
173.0,75.0,54.0,4.374192056301975,0.0
167.0,52.0,57.0,4.590062183905477,0.0
178.0,86.0,54.0,4.096447543612052,0.0
174.0,67.0,57.0,3.9978311214823385,0.0
185.0,86.0,54.0,4.1226682567149,0.0
182.0,76.0,58.0,5.0012139566264455,0.0
193.0,86.0,56.0,3.858306369261998,0.0
193.0,99.0,58.0,4.825199572885623,0.0
170.0,56.0,56.0,4.61783247532459,0.0
177.0,69.0,54.0,4.804981018968425,0.0
177.0,72.0,56.0,4.649037518787351,0.0
173.0,75.0,55.0,4.500775224707524,0.0
174.0,60.0,58.0,3.8365365931263358,0.0
173.0,59.0,54.0,4.852944112687256,0.0
190.0,84.0,56.0,4.933533642639385,0.0
182.0,88.0,57.0,4.51270207067562,0.0
193.0,101.0,54.0,4.948381343424043,0.0
172.0,61.0,55.0,4.471383090410716,0.0
187.0,76.0,57.0,3.829577612186691,0.0
171.0,78.0,54.0,4.952637353546715,0.0
187.0,86.0,55.0,4.372127834588053,0.0
187.0,73.0,57.0,5.146222578998636,0.0
190.0,99.0,57.0,5.362872117903663,0.0
169.0,74.0,54.0,5.3165601792144965,0.0
194.0,87.0,55.0,5.304113327878136,0.0
168.0,57.0,54.0,4.426432321410554,0.0
173.0,60.0,58.0,4.6360586868530795,0.0
184.0,90.0,57.0,4.188761649365463,0.0
170.0,56.0,56.0,3.9129538586838524,0.0
185.0,82.0,55.0,4.092141110431049,0.0
189.0,79.0,56.0,4.082716853451787,0.0
174.0,66.0,57.0,4.201026473982793,0.0
170.0,78.0,54.0,5.2336999307858525,0.0
184.0,89.0,54.0,4.946980983576031,0.0
170.0,55.0,57.0,4.8767916233048165,0.0
191.0,95.0,57.0,4.125071586455684,0.0
176.0,65.0,58.0,4.548225409953899,0.0
168.0,68.0,57.0,4.080778357660254,0.0
175.0,65.0,54.0,5.1901073617182805,0.0
174.0,69.0,57.0,4.529995812146557,0.0
188.0,78.0,55.0,4.013777448746947,0.0
172.0,67.0,57.0,4.737139772931413,0.0
179.0,64.0,55.0,4.433768056832728,0.0
194.0,84.0,54.0,3.971757597664467,0.0
171.0,61.0,55.0,4.922319165221929,0.0
190.0,90.0,58.0,5.299570700585287,0.0
173.0,63.0,56.0,4.060409975585037,0.0
170.0,75.0,55.0,5.0913141759382725,0.0
173.0,82.0,57.0,5.052763514894158,0.0
182.0,73.0,58.0,4.797897505270373,0.0
177.0,79.0,56.0,5.124709236656432,0.0
175.0,82.0,56.0,4.621030275045548,0.0
181.0,70.0,56.0,4.657584108870991,0.0
193.0,83.0,57.0,4.921425759714638,0.0
177.0,66.0,58.0,4.295148878518946,0.0
182.0,72.0,58.0,4.624896671682999,0.0
168.0,55.0,56.0,5.092362851859186,0.0
171.0,56.0,54.0,4.861223186580242,0.0
192.0,92.0,56.0,4.476293277052742,0.0
169.0,61.0,55.0,5.280246479667852,0.0
168.0,60.0,57.0,3.93289735851806,0.0
167.0,64.0,58.0,5.013396708849753,0.0
173.0,60.0,56.0,4.490830937535625,0.0
175.0,84.0,58.0,4.186116332713391,0.0
167.0,64.0,54.0,4.464601638539577,0.0
171.0,68.0,54.0,4.307501402392981,0.0
182.0,76.0,54.0,4.81508709822531,0.0
186.0,79.0,56.0,5.037946205407179,0.0
170.0,65.0,55.0,4.184766438535256,0.0
172.0,79.0,56.0,4.223730620280777,0.0
193.0,96.0,56.0,5.096346601152233,0.0
180.0,71.0,55.0,4.530274627273062,0.0
188.0,82.0,56.0,4.7662821649942515,0.0
186.0,77.0,58.0,5.273817332517635,0.0
171.0,74.0,58.0,4.987756358441099,0.0
192.0,91.0,57.0,5.2904707668794,0.0
189.0,81.0,54.0,4.82477094866838,0.0
180.0,68.0,56.0,4.6699087161255015,0.0
181.0,87.0,57.0,4.696070298279898,0.0
178.0,86.0,54.0,4.490783358542338,0.0
183.0,89.0,55.0,5.159603426998722,0.0
187.0,93.0,55.0,4.397713031122386,0.0
168.0,76.0,58.0,5.180147634746334,0.0
192.0,80.0,54.0,4.554219862231482,0.0
182.0,75.0,57.0,4.714214242287548,0.0
184.0,93.0,54.0,5.201947771809402,0.0
183.0,71.0,56.0,4.84572272716434,0.0
176.0,78.0,54.0,5.351848621418794,0.0
181.0,89.0,56.0,4.6376375592586525,0.0
193.0,99.0,56.0,4.834694942703836,0.0
173.0,70.0,58.0,4.5177595955904,0.0
173.0,69.0,56.0,4.913301141421093,0.0
170.0,77.0,55.0,3.897136180430706,0.0
173.0,81.0,57.0,5.122522893080773,0.0
193.0,98.0,54.0,4.6969288909189135,0.0
186.0,74.0,58.0,4.358398642377852,0.0
174.0,78.0,57.0,5.097325909643764,0.0
167.0,66.0,54.0,4.407952972164748,0.0
169.0,61.0,58.0,4.66277819102106,0.0
180.0,77.0,57.0,4.687951101962982,0.0
169.0,55.0,58.0,4.469975852539397,0.0
188.0,82.0,55.0,3.949438034097632,0.0
169.0,58.0,56.0,5.01735657143204,0.0
171.0,80.0,55.0,5.3019453665814975,0.0
184.0,74.0,58.0,4.08130911174028,0.0
169.0,55.0,55.0,5.038934782586582,0.0
192.0,89.0,54.0,3.974709413124535,0.0
192.0,97.0,57.0,3.9377879014233463,0.0
176.0,76.0,56.0,3.958433890764553,0.0
172.0,81.0,57.0,4.402547955038435,0.0
169.0,58.0,56.0,4.631808488160389,0.0
186.0,94.0,55.0,5.178332645518518,0.0
172.0,74.0,54.0,4.735669273600838,0.0
174.0,77.0,54.0,5.151064479965905,0.0
182.0,72.0,56.0,4.6192317933666045,0.0
172.0,70.0,55.0,4.594604081661591,0.0
177.0,85.0,56.0,4.068369478670888,0.0
175.0,76.0,55.0,4.926429505215538,0.0
185.0,88.0,54.0,4.016885727795751,0.0
181.0,89.0,58.0,3.8265321682150146,0.0
167.0,75.0,57.0,4.87087169077022,0.0
192.0,93.0,54.0,4.652238934410152,0.0
183.0,87.0,54.0,4.071527503583649,0.0
181.0,66.0,54.0,5.249724967625688,0.0
182.0,78.0,55.0,4.502966383029086,0.0
193.0,81.0,57.0,5.113728772116061,0.0
177.0,65.0,58.0,4.898883227237949,0.0
174.0,68.0,56.0,5.294970175181465,0.0
168.0,56.0,55.0,5.148164637400308,0.0
174.0,73.0,58.0,4.537255156646022,0.0
172.0,68.0,57.0,5.351999455390747,0.0
189.0,82.0,55.0,5.061708519658177,0.0
171.0,69.0,56.0,4.794210946796322,0.0
179.0,77.0,55.0,4.311526368210101,0.0
167.0,60.0,55.0,4.174811636596594,0.0
188.0,80.0,57.0,3.9444564398531936,0.0
189.0,76.0,55.0,5.385960639097753,0.0
182.0,86.0,55.0,4.672222178034006,0.0
190.0,77.0,58.0,5.3142291168751274,0.0
190.0,85.0,56.0,3.8278278922753386,0.0
183.0,81.0,58.0,5.129297381024998,0.0
179.0,70.0,57.0,5.222170185841666,0.0
181.0,82.0,58.0,4.329931904760642,0.0
177.0,66.0,55.0,4.764335732548594,0.0
169.0,69.0,58.0,5.0393999359444495,0.0
168.0,67.0,55.0,4.905207514472047,0.0
171.0,74.0,55.0,4.1664948504042325,0.0
168.0,76.0,55.0,4.202719475446391,0.0
176.0,80.0,55.0,5.02323954791086,0.0
188.0,88.0,55.0,4.723486791866011,0.0
188.0,74.0,55.0,5.0388282518324194,0.0
191.0,92.0,54.0,4.5177313607093055,0.0
173.0,80.0,57.0,4.889307862474699,0.0
193.0,80.0,58.0,4.853375040388648,0.0
182.0,69.0,54.0,5.0257128534063575,0.0
169.0,65.0,57.0,4.546573130639933,0.0
173.0,59.0,56.0,5.118221491511878,0.0
181.0,71.0,58.0,4.4988840850207925,0.0
177.0,73.0,57.0,4.7994863120653815,0.0
170.0,61.0,55.0,5.331425868149695,0.0
187.0,94.0,57.0,5.298248518705552,0.0
177.0,83.0,56.0,5.207168175618667,0.0
167.0,52.0,57.0,4.189628971040517,0.0
167.0,52.0,55.0,4.928232677608932,0.0
174.0,61.0,54.0,4.961048670734565,0.0
192.0,96.0,56.0,4.12241404007235,0.0
186.0,71.0,57.0,4.157470001016267,0.0
174.0,60.0,55.0,4.092906158459547,0.0
188.0,93.0,56.0,4.112605713600463,0.0
183.0,87.0,54.0,5.040179192309356,0.0
168.0,57.0,56.0,4.277464859271417,0.0
180.0,77.0,55.0,4.249262705113783,0.0
191.0,87.0,58.0,4.5730942887660415,0.0
192.0,93.0,54.0,3.8257485972726055,0.0
170.0,63.0,54.0,4.76782677562996,0.0
171.0,59.0,57.0,5.015098930548245,0.0
170.0,76.0,56.0,5.013097856495349,0.0
189.0,76.0,58.0,4.588847494714699,0.0
190.0,84.0,55.0,4.202503014874778,0.0
194.0,95.0,54.0,4.973290259060218,0.0
185.0,73.0,57.0,4.376504117276827,0.0
172.0,70.0,57.0,5.320047232310791,0.0
168.0,64.0,55.0,3.8774897175774488,0.0
194.0,86.0,57.0,4.0843818794994995,0.0
190.0,78.0,54.0,5.270567844106941,0.0
174.0,67.0,57.0,4.676121334878317,0.0
179.0,76.0,56.0,4.468301996976048,0.0
190.0,83.0,56.0,5.228072562360313,0.0
171.0,71.0,54.0,4.2295065055288985,0.0
181.0,88.0,54.0,4.464499575649665,0.0
191.0,79.0,54.0,4.951386567882279,0.0
173.0,73.0,55.0,4.463472365686482,0.0
176.0,79.0,56.0,4.758714830747319,0.0
175.0,81.0,54.0,4.51871952313826,0.0
182.0,67.0,55.0,4.898744977663984,0.0
181.0,67.0,58.0,5.272241948445415,0.0
182.0,76.0,54.0,5.141167875656793,0.0
175.0,84.0,56.0,4.840653721369751,0.0
178.0,75.0,56.0,3.9545845070572154,0.0
194.0,103.0,57.0,4.239291705690782,0.0
180.0,69.0,58.0,5.182220027053349,0.0
178.0,86.0,57.0,4.004731301382752,0.0
175.0,75.0,58.0,4.480922634094787,0.0
170.0,58.0,56.0,4.313352482487258,0.0
183.0,73.0,58.0,3.9475198960111206,0.0
169.0,73.0,55.0,5.259520329694156,0.0
189.0,88.0,55.0,4.379153094616217,0.0
191.0,77.0,54.0,4.781180026633718,0.0
175.0,68.0,54.0,4.15119381747103,0.0
176.0,66.0,55.0,4.713655389686144,0.0
182.0,72.0,58.0,4.904923563035027,0.0
190.0,88.0,57.0,5.366321481496935,0.0
179.0,77.0,54.0,4.421854836288222,0.0
173.0,64.0,57.0,3.9372894543121624,0.0
174.0,77.0,54.0,4.195892226638931,0.0
175.0,73.0,58.0,5.020135887625213,0.0
190.0,89.0,57.0,3.891479554072234,0.0
180.0,72.0,58.0,4.601951620346698,0.0
192.0,95.0,55.0,4.97210135969061,0.0
179.0,74.0,56.0,5.214502877844236,0.0
193.0,85.0,58.0,4.794052238725618,0.0
185.0,79.0,54.0,4.932718187702024,0.0
191.0,86.0,54.0,4.212107045716324,0.0
179.0,88.0,55.0,4.734826284826021,0.0
168.0,72.0,58.0,4.0009964473820725,0.0
183.0,84.0,58.0,4.908415071170782,0.0
194.0,79.0,55.0,4.5619614373219495,0.0
168.0,72.0,56.0,4.887400510357975,0.0
169.0,71.0,55.0,4.90204591666525,0.0
172.0,61.0,58.0,4.353677743975442,0.0
176.0,62.0,58.0,5.245969574073579,0.0
171.0,71.0,55.0,4.359960962466469,0.0
183.0,71.0,55.0,4.909876434154171,0.0
169.0,59.0,58.0,4.153922076575575,0.0
194.0,81.0,54.0,4.516656024127919,0.0
175.0,84.0,54.0,4.103517222057562,0.0
192.0,96.0,54.0,5.110752969768592,0.0
176.0,63.0,58.0,4.666329002576177,0.0
169.0,75.0,55.0,4.663596285468736,0.0
189.0,90.0,56.0,3.9926650008601237,0.0
193.0,86.0,57.0,5.0183357469282885,0.0
172.0,75.0,58.0,5.0544542208484255,0.0
179.0,72.0,58.0,4.534830687424769,0.0
180.0,85.0,56.0,4.0471385984595285,0.0
171.0,76.0,57.0,5.391952176372493,0.0
180.0,81.0,58.0,3.9918078300614024,0.0
176.0,66.0,54.0,4.768336484211899,0.0
176.0,76.0,55.0,4.478983133285705,0.0
192.0,85.0,56.0,4.229884342840693,0.0
187.0,84.0,56.0,5.303226211227657,0.0
169.0,69.0,54.0,3.8950197556210107,0.0
185.0,75.0,58.0,4.491457029914639,0.0
193.0,101.0,57.0,4.365688436854674,0.0
185.0,80.0,58.0,4.624373183740436,0.0
182.0,72.0,55.0,4.3244003130921875,0.0
179.0,76.0,54.0,5.146767083839489,0.0
189.0,80.0,58.0,4.43934011837881,0.0
172.0,69.0,54.0,4.856495662441766,0.0
178.0,82.0,57.0,4.572378939586397,0.0
182.0,82.0,54.0,5.189255580326955,0.0
168.0,75.0,58.0,4.591645643691164,0.0
187.0,92.0,58.0,5.367662864374749,0.0
189.0,91.0,58.0,4.273989312696543,0.0
176.0,64.0,58.0,5.394975857778731,0.0
191.0,77.0,56.0,5.123679755185753,0.0
171.0,63.0,54.0,3.9385492497719685,0.0
184.0,85.0,55.0,5.187050121092347,0.0
190.0,82.0,55.0,4.079350047360138,0.0
179.0,76.0,57.0,4.391196494123467,0.0
190.0,89.0,58.0,4.567238535386515,0.0
175.0,62.0,55.0,4.01728637382276,0.0
193.0,88.0,56.0,4.115020428088253,0.0
187.0,82.0,58.0,3.9905483563749207,0.0
181.0,81.0,56.0,4.62809324180351,0.0
189.0,78.0,57.0,4.536108504577404,0.0
183.0,74.0,58.0,4.9417379551928775,0.0
181.0,88.0,57.0,4.669954991046149,0.0
193.0,85.0,54.0,4.726479464848069,0.0
170.0,69.0,56.0,4.403030487713494,0.0
180.0,66.0,57.0,3.800966835345558,0.0
186.0,82.0,57.0,4.508411161999892,0.0
185.0,73.0,55.0,4.631097220131863,0.0
191.0,81.0,57.0,4.456397999883706,0.0
172.0,78.0,58.0,3.965456034299568,0.0
168.0,73.0,58.0,5.237056415505236,0.0
184.0,78.0,57.0,4.722003058926441,0.0
175.0,65.0,56.0,4.867484346560029,0.0
175.0,62.0,54.0,3.9646984322363,0.0
188.0,97.0,54.0,5.299274185062547,0.0
176.0,63.0,55.0,4.427477806139783,0.0
167.0,52.0,56.0,4.176093460481369,0.0
194.0,80.0,56.0,4.885900349184751,0.0
182.0,90.0,55.0,3.8345762052870445,0.0
175.0,71.0,57.0,4.189117166647469,0.0
172.0,61.0,55.0,4.607332887659624,0.0
170.0,69.0,56.0,5.330883641684002,0.0
183.0,81.0,55.0,4.671375464795507,0.0
185.0,92.0,57.0,3.95169668197695,0.0
178.0,69.0,57.0,5.115387602608113,0.0
192.0,87.0,54.0,4.499536429964756,0.0
183.0,77.0,54.0,5.2103494139868785,0.0
193.0,98.0,55.0,4.070202732199649,0.0
175.0,77.0,54.0,4.520484370105124,0.0
167.0,67.0,54.0,4.0403664307549985,0.0
174.0,79.0,58.0,4.175138294730127,0.0
192.0,80.0,56.0,5.2032986557529775,0.0
191.0,85.0,58.0,4.358749012179899,0.0
167.0,66.0,57.0,4.310254651132887,0.0
174.0,60.0,55.0,4.480233505760392,0.0
167.0,68.0,54.0,5.237889069526614,0.0
171.0,58.0,54.0,4.366871292937734,0.0
175.0,65.0,56.0,4.950461848384021,0.0
168.0,59.0,54.0,5.264421599539075,0.0
170.0,77.0,57.0,3.847469356857711,0.0
181.0,81.0,58.0,4.872559531487839,0.0
174.0,62.0,55.0,4.075194544274353,0.0
170.0,67.0,55.0,5.375367213426995,0.0
191.0,91.0,58.0,4.85356009994054,0.0
182.0,67.0,58.0,4.864147246611811,0.0
188.0,87.0,54.0,4.643067354790164,0.0
175.0,70.0,56.0,4.39021387498136,0.0
187.0,72.0,54.0,5.048368831579989,0.0
185.0,79.0,57.0,4.768055127730362,0.0
171.0,78.0,55.0,4.031367806108054,0.0
169.0,75.0,55.0,4.280175285274955,0.0
176.0,84.0,58.0,3.8997640997078324,0.0
177.0,65.0,54.0,5.173287081203538,0.0
179.0,68.0,58.0,3.92777575566973,0.0
185.0,83.0,56.0,5.087077341432687,0.0
185.0,89.0,58.0,4.691641310001529,0.0
192.0,77.0,57.0,5.279635105379564,0.0
193.0,95.0,57.0,4.270957854687157,0.0
185.0,80.0,55.0,4.8860166892725525,0.0
167.0,52.0,55.0,5.157540487500472,0.0
178.0,70.0,55.0,5.214960995635588,0.0
183.0,78.0,56.0,4.890422772996182,0.0
192.0,89.0,56.0,4.054736689817816,0.0
175.0,65.0,58.0,4.142066554725382,0.0
185.0,76.0,56.0,5.342663496583619,0.0
184.0,75.0,55.0,4.370657732880882,0.0
168.0,72.0,58.0,5.316770339322684,0.0
184.0,79.0,58.0,5.382015135075168,0.0
183.0,86.0,55.0,4.107448432749874,0.0
184.0,85.0,54.0,4.842132828937792,0.0
191.0,81.0,56.0,4.909029271813779,0.0
187.0,82.0,55.0,4.350851980668691,0.0
181.0,72.0,55.0,5.292646152408578,0.0
181.0,66.0,57.0,4.256045754176954,0.0
168.0,74.0,58.0,4.856075565091157,0.0
169.0,74.0,55.0,5.179816636295743,0.0
167.0,69.0,55.0,5.176032539141876,0.0
181.0,76.0,55.0,4.015830814925443,0.0
167.0,71.0,54.0,4.656921055587985,0.0
172.0,59.0,55.0,4.629023635861866,0.0
194.0,99.0,57.0,3.98621385275929,0.0
174.0,81.0,58.0,4.995465289249674,0.0
187.0,75.0,54.0,4.581116889060338,0.0
186.0,83.0,56.0,4.02421988630859,0.0
173.0,71.0,55.0,4.9797515287953695,0.0
191.0,99.0,55.0,4.69243177002936,0.0
190.0,83.0,58.0,4.185343303951914,0.0
176.0,73.0,56.0,3.8536556814925165,0.0
179.0,80.0,54.0,4.789132110520849,0.0
178.0,69.0,56.0,5.360712070612644,0.0
193.0,78.0,54.0,4.748180683040738,0.0
181.0,76.0,58.0,4.810510401474068,0.0
189.0,93.0,57.0,4.398574319713165,0.0
175.0,72.0,56.0,4.853321981663557,0.0
176.0,67.0,55.0,4.056032894115192,0.0
177.0,77.0,55.0,4.912418723551601,0.0
173.0,75.0,58.0,5.029042745455504,0.0
183.0,73.0,56.0,4.813724649849963,0.0
193.0,95.0,54.0,3.8445468005905528,0.0
174.0,77.0,57.0,5.005996859661167,0.0
185.0,71.0,58.0,4.672478391970062,0.0
191.0,90.0,58.0,4.0250488053714175,0.0
176.0,71.0,54.0,4.485510533597511,0.0
189.0,80.0,54.0,3.9547376024448155,0.0
186.0,93.0,56.0,3.820807927938529,0.0
168.0,77.0,54.0,4.931608074974463,0.0
185.0,84.0,55.0,4.4562168653612915,0.0
172.0,57.0,54.0,4.805920465503988,0.0
187.0,82.0,57.0,4.071096780789683,0.0
182.0,79.0,55.0,4.838372259595465,0.0
171.0,73.0,56.0,4.349057765127672,0.0
184.0,77.0,57.0,4.560087877670819,0.0
185.0,80.0,57.0,3.9782234371396163,0.0
171.0,71.0,54.0,3.876599673748493,0.0
171.0,77.0,58.0,4.922432968160456,0.0
169.0,62.0,57.0,4.235562981104755,0.0
177.0,70.0,54.0,4.501761279983286,0.0
180.0,88.0,56.0,4.825203338521006,0.0
173.0,69.0,55.0,5.305570208062729,0.0
167.0,62.0,56.0,4.636417611589898,0.0
192.0,95.0,58.0,3.9903365600662872,0.0
193.0,85.0,56.0,5.022857702130831,0.0
191.0,83.0,56.0,5.240316646045961,0.0
191.0,99.0,56.0,5.118735007051562,0.0
181.0,66.0,58.0,5.373021832149076,0.0
171.0,70.0,56.0,3.923525112076539,0.0
191.0,76.0,57.0,4.586633274540348,0.0
182.0,83.0,58.0,4.685766347209415,0.0
174.0,81.0,55.0,4.903174631394929,0.0
170.0,60.0,55.0,4.0823775427661895,0.0
170.0,61.0,57.0,5.238294891783083,0.0
172.0,59.0,54.0,4.269966344426982,0.0
167.0,75.0,57.0,5.138099872470918,0.0
191.0,76.0,54.0,4.901663792648137,0.0
173.0,77.0,54.0,4.7278843216495785,0.0
168.0,61.0,55.0,5.140788600795632,0.0
172.0,57.0,55.0,4.716971346673214,0.0
173.0,70.0,54.0,5.258916261417463,0.0
169.0,59.0,58.0,4.305289790071522,0.0
190.0,91.0,58.0,4.5569767392449085,0.0
184.0,89.0,54.0,5.186358572021241,0.0
185.0,72.0,56.0,4.607843559011822,0.0
192.0,77.0,54.0,4.376051198777071,0.0
185.0,72.0,57.0,5.320368989088552,0.0
173.0,62.0,54.0,5.263974460069479,0.0
177.0,78.0,58.0,4.8495850344035,0.0
184.0,87.0,58.0,4.1271144659188,0.0
180.0,85.0,56.0,4.871913851361113,0.0
185.0,81.0,54.0,5.316542655807043,0.0
190.0,99.0,55.0,3.9110858249307743,0.0
175.0,68.0,56.0,4.948370422497899,0.0
183.0,84.0,56.0,5.3712565933463745,0.0
192.0,93.0,57.0,4.073637483570922,0.0
181.0,73.0,55.0,4.8479646279791755,0.0
176.0,62.0,54.0,4.392278475241693,0.0
171.0,80.0,57.0,4.149953481819228,0.0
170.0,62.0,54.0,4.527661509607668,0.0
191.0,90.0,54.0,5.0950588653845,0.0
182.0,89.0,55.0,4.871694775977632,0.0
175.0,63.0,56.0,5.178359017697392,0.0
186.0,91.0,54.0,4.3657183301318865,0.0
186.0,89.0,57.0,4.397455803355037,0.0
169.0,71.0,57.0,4.491966952861381,0.0
173.0,78.0,56.0,4.690904677783843,0.0
178.0,65.0,55.0,4.996432001980453,0.0
183.0,73.0,55.0,4.489996316647767,0.0
177.0,78.0,58.0,4.746172068955458,0.0
177.0,66.0,54.0,4.773422909240112,0.0
192.0,82.0,55.0,5.329103728190659,0.0
177.0,79.0,56.0,3.8508505415242986,0.0
184.0,82.0,55.0,5.0607549168692785,0.0
174.0,74.0,54.0,5.2553464763548865,0.0
190.0,79.0,57.0,4.030207467304837,0.0
194.0,89.0,55.0,4.817818375157353,0.0
167.0,59.0,57.0,4.873252684180693,0.0
182.0,68.0,58.0,4.638022071958751,0.0
191.0,95.0,56.0,4.573147857121013,0.0
176.0,65.0,58.0,4.751672809070563,0.0
183.0,85.0,56.0,3.825882146959226,0.0
177.0,80.0,54.0,4.860117485722488,0.0
183.0,80.0,55.0,4.129537036143387,0.0
191.0,79.0,54.0,4.232149206431432,0.0
188.0,74.0,56.0,4.96523392954611,0.0
190.0,83.0,55.0,4.00884538981959,0.0
194.0,79.0,56.0,4.2116453804046925,0.0
179.0,88.0,56.0,4.96068899888122,0.0
179.0,69.0,56.0,5.153042350851548,0.0
181.0,67.0,56.0,3.8862522526854746,0.0
190.0,88.0,58.0,4.955990250988615,0.0
179.0,81.0,54.0,4.459424978441351,0.0
